tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Regenerative Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,1122,0,1187,1321,1322,1873,3489,7906,8465,0,15383,15468,0,15975,15993,16366,0,16850,17113,17306,17310,17401,17374,17375,17405,17725,17719,17436,17481,0,18549,18682,21718,0,21817,21817,22254,22641,22723,22823,22726,23652,23719,23489,23680,23710,23714,23715,23847,23720,23510,0,23518,23503,24018,24018,24939,24151,24123,24122,24689,24551,24579,22017,22110,21117,21138,21764,0,20987,21380,21335,21313,21398,21426,25974,21384,0,21244,22103,0,0,22110,22926,22827,22746,22786,22795,23622,23627,23789,0,23765,0,23022,18064,16375,16245,16692,0,0,16356,0,0,17192,17128,16757,17039,17130,17184,17232,17244,0,0,17509,0,17368,0,0,0,17408,17272,17510,17764,17811,0,18082,17815,17815,19087,17814,17824,23449,23358,23468,23518,0,30765,31304,31305,32141,31382,0,31376,0,0,31398,31636,0,0,0,31472,31478,0
Reusable launch system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,960,0,0,0,0,992,0,2684,2582,0,2801,0,0,2941,2972,0,3247,0,10679,10321,10371,10504,10542,10633,10634,10597,15408,16056,16055,16029,0,16515,0,16901,0,17203,17207,17322,18263,18264,18305,18323,0,18962,18957,18996,19006,19578,20319,20319,20782,20842,22048,22120,22124,22182,22347,22363,22422,22421,0,22403,26262,26377,26291,26361,26603,27762,27593,28007,28006,27936,28181,28018,27041,26898,0,26932,27074,27257,0,29075,0,27167,0,27541,29274,0,29212,29864,29941,30316,30318,30700,31016,31316,30968,0,30998,0,31954,33535,32199,32222,32501,0,32779,0,0,33262,33267,33591,33517,33651,33684,0,0,34183,34190,34247,34339,34340,34629,34843,34367,0,34369,34639,34674,0,34734,0,0,38165,38020,38062,38749,38879,39601,40746,41239,41401,0,43114,43402,44105,0,44698,44961,45253,45270,45203,45587,46156,46062,46076,46070,46069,46053,47180,47735,47928,47957,49435,49511,49976,50495,52717,53517,53819,53780,40647,40566,40125,40157,40179,40230,40668,0,40633,41694,41773,41687,41455,41759,41752,41355,13406,13725,13667,13653,14337,17589,14545,14528,14614,14239,14397,12857,13080,13113,13256,23943,27566,28012,28084,28924,30237,30278,30019,30636,32914,34022,33917,39744,0
Robot end effector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,2400,0,0,2400,2381,2400,0,2391,2820,0,2815,2828,0,0,0,0,2828,0,2875,0,2864,0,0,0,5956,5995,5956,0,5958,5958,5977,6073,6073,0,0,0,0,0,0,0,6044,0,0,0,6205,6007,5932,4206,0,4241,0,4112,0,4113,0,0,0,4618,4564,6290,0,0,9614,0,0,9757,0,9802,9813,0,0,0,9813,0,9824,0,0,9837,9838,0,0,0,9838,9859,10126,0,0,0,10174,10009,0,0,10009,10700,0,10722,10726,0,0,0,10722,10722,0,0,0,0,10795,10814,0,0,0,0,10468,0,10718,10734,10722,0,10617,0,0,10501,0,10503,0,0,0,10315,0,0,10064,0,0,0,0,0,0,0,0,10066,10064,0,0,10065,0,0,0,0,0,0
Robotic sensing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9139,0,0,0,9138,0,9146,9135,0,9139,9254,9286,0,9303,9484,0,0,0,0,9472,0,9453,9428,9384,0,9384,0,0,0,9391,0,9447,0,9456,0,0,0,0,9455,0,0,9447,9447,9833,9825,0,0,0,0,0,0,0,0,0,0,9826,0,0,0,9853,9857,0,0,9867,0,9888,0,0,0,0,0,0,0,0,0,0,0,10348,0,10364,0,10364,0,10383,0,10421,0,0,0,10461,10486,10492,11200,0,0,0,0,0,0,0,0,0,0,0,0,11205,11237,0,0,0,0,0,0,0,0,0,0,0,0,0,11269,0,0,0,11232,0,11327,0
Second-generation biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3005,3076,0,3016,0,3021,7074,0,7362,7376,8214,8251,0,0,10554,10557,10561,0,11196,11197,11869,12529,12525,12560,0,0,12813,10625,0,10653,0,10666,10754,10754,10789,10860,11263,11186,0,0,0,11121,12752,14967,15152,15119,15101,17368,0,17383,0,17371,18578,18654,0,18505,18533,0,18568,0,18568,18644,19857,19867,0,19860,19858,21924,21889,21889,0,0,0,21907,0,0,21959,21988,22127,0,0,0,22134,22293,0,0,0,0,0,0,0,0,22320,0,23074,24116,24740,0,28765,0,0,0,0,28772,0,0,28768,28777,28751,0,29517,28815,29414,0,0,29423,0,29460,29558,29559,0,0,0,0,30077,0,30904,0,0,0,32640,32027,0,32038,0,33180,33180,33649,33593,0,0,0,0,33338,33338,0,28361,0,0,28361,0,0,0,29266,0,0,0,29871,29315,0,29342,29338,30122,0,0,30053,30245,30247,0,0,0,0,0
Self Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3380,5008,0,0,0,4468,0,0,0,4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4362,0,0,0,4382,0,0,0,0,0,0,4533,0,0,0,0,0,0,0,0,0,0,4550,0,0
Self-cleaning surfaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53588,47771,47461,47462,0,0,0,0,47452,0,0,0,0,0,0,47451,0,0,47638,0,0,47836,47988,0,0,48463,0,0,0,0,48531,48566,48563,48604,48632,48664,0,0,0,0,0,0,0,0,0,48680,0,0,0,0,49368,49378,49426,0,0
Autonomous vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,1831,0,0,0,0,0,0,0,2368,0,0,0,0,2609,2525,0,926,938,951,2337,2568,2594,2632,0,4217,4789,17787,28100,29870,30007,31175,31768,31779,31882,33418,34390,34568,35303,35305,36104,36217,36269,36797,38184,40772,40760,40765,42856,37419,38182,38860,38906,39120,39260,39166,39136,39072,38881,38930,32619,32511,32702,34482,34424,34618,34687,34685,34676,35201,35577,34799,35065,35539,39690,39742,38844,38910,38972,38165,39117,39322,44202,38875,40953,40960,42258,42143,42152,42286,43107,46667,48376,36965,36275,36768,38873,39004,37969,31679,31903,39490,40647,41387,37165,37151,39141,40294,40889,41619,46023,47503,49448,53290,51375,53776,58427,60800,69966,72307,74111,76898,83924,85108,93991,90760,90350,92212,91967,90117,93309,101128,102119,103722,65917,57914,56484,55879,57508,59708,60880,61904,61946,62906,65160,68793,68245,66556,69280,67225,67892,57739,71606,73765,75052,89415,92348,97050,98950,100837,102685,105399,104174,104536,114274,115146,112243,116819,124340,124426,125438,126571,137024,138746,143566,149205,158845,162339,173073,197284,194596,193565,193070,196210,195856,194891,202838,195256,196916,198746,200094,203200,205365,205734,220878,210095,215203,230073,221028,217500,217883,220098,221332,223666,227090,228398,228771,229844,233861,247693,248029,247443,249168,250812,251625,255806,247766
Self-reconfiguring modular robot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9739,23050,23149,23148,23066,22904,0,23224,25191,25365,25518,25630,25697,25657,25722,0,25722,0,0,0,0,27087,27362,27430,27429,27436,27716,28865,28904,0,28904,29507,30991,0,30991,32340,33134,0,0,0,32966,33100,0,0,0,32958,0,32959,33099,33712,0,35246,35462,35405,0,35430,35375,35841,35683,0,36699,36857,36777,37522,37520,37519,36292,36294,37228,37291,37451,37536,37531,0,37780,37800,37969,0,37970,0,38934,0,0,38941,0,38937,0,0,0,39229,40885,0,40886,40873,0,40874,41327,40536,40650,40650,40582,0,0,0,0,40858,41364,41610,0,41406,0,41406,0,41395,0,41397,0,41347,41407,0,42548,42549,0,0,0,42649,42666,0,0,0,0,42667,0,0,0,0,0,42767,0,43771,43749,0,44576,45599,0,0,45815,0,0,45832,0,0,45802,0,46729,46750,47257,47256,47257,46757,46838,46831,0,0,48475,0,0,48603,50510,0,50382,50377,50378,0,0,0,0,50366,50452,50435,0,0
Semantic Web,0,0,0,0,0,0,694,2107,2120,0,0,2666,0,2624,0,2886,3465,3486,0,3487,0,0,3486,3491,3532,0,0,3578,3883,3938,4238,5287,7274,7290,6974,6996,6922,8762,8133,8155,8199,8337,8578,8930,9143,9326,0,9160,9169,0,9473,9847,10241,12266,12513,14920,15884,16370,18122,19052,18458,20086,22146,18319,18782,18832,19332,22109,23327,29274,24049,24996,25379,26878,27336,27787,28986,29045,29036,29514,33722,30710,23493,24479,24736,27867,27793,27416,28281,28420,29156,29691,29951,30882,31404,31855,31897,31998,36834,38339,38445,41569,38632,37594,37410,37163,37204,37771,37863,34729,35587,34643,34672,37877,38790,39412,40072,39103,39595,40554,39904,40489,40359,45522,45567,51319,44800,40942,41162,41152,41155,36405,36713,36316,36932,37151,37191,37183,36883,37121,37410,36406,36486,36493,36832,36889,36957,36895,38768,38672,38686,38684,38613,38656,35982,35953,39148,39189,39203,39212,39252,39339,39339,39917,40036,38154,34159,34163,34263,37569,37603,37645,37647,38057,783187,38086,0,37977,0,37914,38638,37700,37612,37605,0,38193,38306,38599,39586,38583,0,38601,38630,38691,0,38689,38801,39953,39987,39944,40833,0,41322,41217,41218,41219,41243,41346,41261,0,41474,43121,43121,0,0,43062,43472,43115,43057,43546,44712,44677,44779,45057,44809,44775,45338,44764,44808,0,44977,44954,44803,45188,45938,46291,0,0,47245,46907,46797,46840,49165,0,47460,47292
Senolytic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705,2742,2652,0,0,0,0,0,0,14218,13150,21788,24411,25282,24351,24754,24744,25976,0,26390,26264,26278,26124,0,26329,0,26342,0,12893,0,26342,0,0,0,0,0,7997,0,7644,0,8587,10203,4193,0,0,0,0,3605,0,0,3806,0,4316,3535,4227,0,5465,8755,7206,7870,7934,7954,11729,11571,0,12656,12651,13127,13083,0,14000,13962,0,13920,14652,14691,0,0,14657,0,0
Sensory substitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,0,0,2891,0,0,2968,2979,3074,0,3046,0,0,4213,0,4020,4040,4799,0,7118,5100,5117,5481,5496,6015,5579,0,0,0,6214,24333,24317,24321,0,24317,25129,25124,26294,0,26156,26164,0,26262,26407,26355,26271,0,26273,26274,0,26308,26425,26410,26411,0,0,26415,29487,0,29463,0,0,32963,0,32743,32580,0,0,32676,0,32612,0,32590,0,32529,32568,0,32924,0,0,0,32921,0,0,32923,32865,0,32835,32867,32868,32868,0,0,0,32786,0,32790,33046,33392,0,0,0,33431,0,33340,0,0,33336,36322,0,36344,36342,0,0,0,0,36342,36461,0,37445,0,0,0,37923,0,37927,0,37934,37741,37796,39259,39122,0,39902,43213,0,0,43214,43443,43445,43921,47565,47562,53769,53379,0,0,55269,55266,55257,55235,0,56203,0,0,56198,56236,56084,56079,0,56492,56535,0,56625,0,57047,57367,57368,0,58495,47182,47180,47123,47306,45087,0,0,0,0,45135,45246,0,0,0,0,44176,0,44112,44089,0,44093,0,45084,50454,50449,50450,50556,50564,50563
Shape-memory alloy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,26,0,1969,1967,0,0,2021,3245,3231,3808,0,3420,3521,3745,3906,3901,5960,6450,6589,6770,7474,7734,7631,8236,8313,10373,11259,12395,12365,12725,12610,14940,13375,13620,13743,14035,14171,17264,18074,17923,18119,19682,18053,16860,16907,16977,16602,17576,17190,17123,16721,16765,17038,17157,17131,17240,17081,0,17786,17955,17838,17879,19313,18783,18689,24329,18821,18902,18463,18492,18485,18830,18913,18907,18851,18991,18640,18677,18633,0,0,19674,19439,19437,19476,19437,23952,19612,19637,19560,19837,19831,21406,23225,23232,23133,23144,23316,24452,24337,23923,23427,23378,23534,23380,0,23383,23512,23526,23893,23962,26785,26793,26792,26792,25506,0,25513,26104,26017,26653,26435,25867,25879,30747,30747,29537,29230,29225,30085,31035,32458,32256,32249,32259,32259,0,32257,32528,32987,33169,0,0,32627,0,33495,33884,35729,37490,34348,34193,34199,34205,35372,0,35545,35545,35555,35555,35555,35595,0,0,36097,36129,36158,0,36643,36613,36545,36511,0,36481,37804,37818,47006,47724,46846,0,46724,46691,46794,44425,44100,0,0,44188,44182,44201,44222,0,44592,44597,44603,0,44603,44977,44978,44889,0,44907,0,45069,45286,45128,0
Shape Memory Polymer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,534,999,1034,0,0,1000,0,0,0,0,2199,3622,3622,3625,3706,3766,0,0,0,3798,7383,0,7173,7419,0,0,17902,17900,17753,17756,17757,0,17752,20863,0,0,20903,20948,20906,0,20951,21010,21040,21040,23508,23584,23618,23621,23621,0,23372,22557,22554,22557,0,23040,23080,0,23081,23082,0,0,23084,23124,23144,23145,24497,0,24469,24471,24473,0,0,24415,0,0,24019,0,24183,24179,24186,0,24155,24432,24432,24421,0,24451,22078,0,0,0,0,0,0,0,0,0,23982,0,0,0,26609,28764,0,0,0,28766,0,0,0,0,28805,0,0,0,28808,29199,0,0,0,0,29610,0,30103,0,0,0,30701,0,30702,0,32631,33324,33324,33352,0,0,33337,0,0,33414,33411,33999,33999,0,33928,0,0,0,35573,35184,0,0,33929,33930,0,34787,34803,34807,0,0,34827,0,0,0,34809,35179,0,35202,0,35207,35161,35161,35253,35844,0,0
Silicene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5370,5363,5108,5695,5871,5938,6487,6538,0,6919,7812,0,8937,9302,11025,10242,11061,11012,11723,11746,12838,12948,9535,9516,9391,9240,9450,10138,10624,11188,10631,4232,5599,5602,6395,4763,0,0,12230,0,12071,10326,10387,10355,9775,10635,11020,11892,0,0,11916,0,12201,24332,25062,0,25064,25549,27007,25957,25957,0,0,0,25999,27500,27482,0,27327,0,27608,0,28381,0,0,0,28383,0,28476,0,28719,0,0,0,28781,0,28821,28954,33193,34021,0,34035,34058,34042,33988,0,0,0,34003,0,34105,34122,0,0,0,0,0,34143,34206,34246,0,0,0,0,0,34254,34239,34017,34007,0,0,0,0,34053,0,0,0,34065,0
Single Cell Analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2969,0,0,0,0,0,0,2971,0,3133,0,0,0,0,0,3129,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3813,3810,0,0,0,0,3811,3840,0,0,0,3930,21087,0,21110,22417,0,22420,0,22456,22106,24644,23991,24037,24554,24547,27009,0,0,0,28966,30760,0,30541,33096,0,32520,0,0,35180,36865,36837,37458,37455,37583,36946,40918,40981,43519,43597,43539,44641,0,43250,42397,0,42407,0,43485,0,0,42901,0,0,0,43033,0,0
Single Photon Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,372,0,401,0,0,0,0,0,0,0,0,0,0,372,585,539,0,0,0,0,0,0,0,0,5931,7149,0,0,0,0,7581,7778,7806,7801,7641,7664,0,0,0,7723,0,8154,0,0,0,0,0,0,8153,8799,0,0,0,0,0,8814,8809,0,0,8927,0,8809,10033,10090,10343,10342,10404,0,15356,15357,0,15323,0,0,15258,15312,0,16302,16259,16290,0,0,16457,0,16259,16259,0,0,16234,20817,22507,24538,0,23973,0,23951,0,26024,26017,26113,26141,0,0,26401,0,26433,0,26395,26411,0,0,0,0,0,0,0,26827,0,0
Skyhook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,791,793,0,839,874,0,899,944,0,945,962,0,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,1088,0,0,0,0,1570,1557,2086,2262,2584,0,0,2818,2954,3008,2894,2902,3425,3915,4089,0,0,0,4066,4251,0,5758,0,6276,0,6267,0,0,0,6396,0,6228,0,6592,6616,6697,6811,6809,0,0,0,6388,0,0,6678,6705,6885,0,0,0,6905,0,0,0,0,0,6595,0,6595,6560,6664,6727,6989,0,7012,0,6864,0,6819,6878,0,0,0,7074,0,7159,0,7073,7159,45412,50416,19177,14696,22661,43705,50711,15189,0,51622,0,15563,15563,15096,15095,15349,15504,0,15817,0,16744,0,0,16824,16836,16854,0,16863,16863,0,0,16863,0,0,0,0,16881,0,0,26602,11970,11969,0,12158,0,0,0,0,0,0,0,0,0,0,0,12105,12113,12115,0,0,12176,0,0,0,0,12030,0,12056,0,12086,12144,0,12158,12162,12196,12171,0,12235,12309,12282,12291,12291,12191,12303,0,13150,0,13181,0,0,0,12381,0,0
Modular Reactors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30617,30930,30114,0,30115,0,0,0,30118,30173,0,0,30249,0,30251,30278,0,30472,32552,0,32286,32290,32375,0,32348,32336,33405,33398,33393,0,33517,33527,33418,33420,34179,34251,0,34115,33988,0,33989,34007,0,35164,34792,33465,0,0,0,34207,34215,0,0,34216,0,34310,34323,34319,0,0,34612,34546,0,34537,34518,0,34836,34952,35131,34744,38742,38741,38780,0,39526,0,0,0,0,0,42079,46216,46496,46496,47014,47018,47431,35227,0,0,0,0,0,35281,35282,35844,31257,31248,24484,0,24479,0,0,0,24500,0,26132,25748,26375,27305,27584,27310,27311,27689,31073,31050,32213,32178,34009,34558,35705,0,35899,36090,35747,38730,39263,39662,0,39316,39362,40116,40112,37537,39593,36971,37012,36121
Miniaturized satellite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,3006,3006,2861,4005,0,0,4800,4519,0,4519,4516,4813,4895,5112,0,5154,5143,0,5182,0,0,0,5506,5263,5286,5289,0,5289,5343,5703,5704,5737,5736,0,0,0,0,5770,0,0,0,5797,5891,6136,6272,6324,6320,0,0,0,0,6066,6113,0,0,6141,6200,6200,6239,0,6282,6315,8450,0,6309,6427,0,0,0,0,6360,0,6383,6415,0,6497,6485,6551,0,6586,0,6629,0,6634,8268,8355,8382,8403,0,8405,9830,9847,11161,11513,11529,13590,16171,16540,16265,17533,18433,18485,18437,17965,18009,19398,20350,0,20382,21520,21852,21862,22912,23936,23955,0,23924,23965,23866,24506,0,0,25033,25077,25032,25743,0,26467,26488,26489,26491,0,26704,27175,0,28172,28447,28632,28867,28866,28838,0,27747,27748,27769,28200,28770,28707,28743,0,29154,0,29248,29198,29876,29115,29319,0,30275,30937,36465,36564,0,37997,36920,37629,0,0,37988,38099,0,39345,39376,40037,39728,39594,39647,0,39634,39634,39634,39684,40075,0,0,0,39410,0,0,0,0,40663,40662,0,40773,0,40732,0,40731,40935,40951,0,0
