tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Magnetic nanoparticles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,2,4,0,4,1,0,0,2,0,1,2,0,0,1,1,1,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,0,1,43,0,4,3,2,2,16,1,7,0,0,2,2,0,0,1,2,0,1,0,1,2,2,6,4,0,2,1,1,4,0,0,2,1,0,0,0,1,0,4,0,2,3,0,1,0,2,23,9,0,2,1,6,0,0,1,0,31,3,1,1,1,2,0,7,1,1,0,4,3,3,2,1,0,2,0,2,3,1,1,1,0,2,4,0,4,1,0,0,1,1,0,0,5,1,2,4,2,0,1,0,0,1,2,1,5,3,5,10,0,0,0,0,4,1,1,1,4,0,0,1,0,2,0,1,0,0,0
Mini-magnetosphere,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,4,1,2,0,0,0,1,1,0,0,1,0,0,0,0,2,1,6,1,1,0,1,0,0,3,0,5,0,1,1,0,1,0,0,3,0,0,1,0,0,1,0,2,4,0,0,2,2,0,5,1,4,1,3,1,0,8,0,2,1,0,2,4,2,0,7,8,3,2,1,1,0,2,3,0,0,3,2,2,2,2,2,0,0,2,1,0,2,1,1,0,2,4,0,0,0,0,4,2,1,0,0,0,0,0,0,2,8,1,1,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,4,3,0,2,0,0,7,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,3,2,0,1,0,2,0,0,4,0,0,1,1,0,0,0,0,3,0,2,0,1,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,1,0,1,0,0,2,4,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
Magnetorheological fluid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,2,3,8,1,2,11,3,0,5,2,1,3,0,0,3,0,0,1,0,7,0,2,3,1,3,4,2,1,2,2,1,2,0,0,7,0,1,0,0,5,1,0,15,0,0,2,0,2,1,11,2,1,0,0,4,0,3,0,3,1,0,2,2,0,0,0,3,0,2,0,0,0,0,1,1,9,1,1,2,0,2,0,0,1,1,0,2,8,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,4,1,1,0,0,2,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4,0,3,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Mass driver,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,2,6,2,1,1,2,0,1,3,3,0,6,1,4,3,1,7,4,6,7,4,11,12,7,3,13,8,8,10,10,10,7,10,10,1,1,3,14,9,3,10,11,1,4,14,9,2,8,10,14,11,3,8,2,5,8,5,3,4,0,0,15,4,3,4,2,1,0,0,1,1,1,3,7,4,0,1,3,0,2,2,0,4,3,4,10,35,6,4,11,1,0,1,0,5,3,5,8,0,1,1,1,1,0,0,1,0,3,0,3,0,1,1,1,0,0,1,0,0,3,3,1,0,4,0,0,0,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1,6,1,0,2,2,2,0,0,0,0,2,1,3,0,2,0,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,3,4,1,0,2,3,4,0,5,1,2,3,0,2,4,0,0,3,0,1,1,3
Meat analogue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,9,2,9,1,2,10,7,17,3,7,6,5,3,2,3,0,1,3,0,2,2,5,8,3,2,2,2,4,6,1,0,3,1,2,3,1,2,0,2,4,7,17,1,9,6,2,2,0,0,1,3,10,3,0,2,2,3,2,2,1,0,0,0,0,0,0,1,2,2,0,1,1,2,0,2,1,3,2,1,11,5,0,0,4,0,2,1,1,0,4,5,6,2,2,1,1,1,3,0,5,2,1,1,0,0,0,3,0,0,3,0,0,1,3,0,5,0,1,4,1,1,2,2,0,4,0,0,1,2,0,0,4,1,0,2,0,8,0,3,2,2,1,3,1,1,2,3,3,5,4,0,2,3,0,0,0,5,0,1,1,1,0,0,0,1,1,4,14,2,13,3,4,2,8,8,6,0,7,6,14,8,7,6,3,2,2,2,4,5,6,1,3,10,4,5,1
Medicinal fungi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,5,0,4,5,1,0,4,1,0,0,0,5,2,1,6,1,10,8,1,1,1,2,6,6,2,3,0,0,4,0,0,1,5,1,1,0,0,4,2,2,0,0,8,2,2,0,1,1,3,0,0,6,1,2,1,1,0,3,3,3,0,1,0,1,0,11,1,0,1,0,0,2,16,2,3,1,0,2,0,2,1,1,0,0,1,0
Memristor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,18,468,8,32,7,13,17,22,29,32,13,17,4,11,3,11,5,8,9,4,8,3,11,9,17,7,8,2,3,36,11,11,23,13,4,37,21,7,3,2,8,10,14,10,10,4,15,22,7,5,11,7,22,9,3,14,2,7,3,4,3,15,5,22,14,12,3,8,4,3,6,8,9,19,8,42,3,3,2,12,45,11,10,28,11,14,10,28,0,5,3,4,9,8,8,4,9,8,5,4,7,4,2,3,7,7,4,2,7,3,2,5,5,11,4,3,3,6,2,30,0,9,12,7,4,3,6,5,0,2,13,7,3,1,3,1,3,5,14,6,1,32,3,2,1,9,3,3,0,1,2,1,5,1,2,1,2,5,2,6,1,0,0,2
Metal foam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,5,0,1,0,0,1,2,2,3,1,3,1,1,7,0,0,3,0,1,1,0,0,0,2,0,0,3,4,3,0,0,0,5,5,5,5,2,2,1,0,2,2,1,0,0,3,2,9,3,3,0,1,1,1,0,1,0,6,0,8,4,0,0,16,4,3,2,6,1,2,3,1,1,0,3,1,0,6,3,5,0,4,3,1,5,2,8,3,8,0,0,17,11,1,13,10,0,4,2,4,3,10,1,2,0,0,0,0,0,0,12,0,1,0,1,1,3,6,3,0,8,3,13,0,0,2,0,3,3,3,0,1,0,1,1,0,2,0,33,0,3,15,1,3,0,2,0,3,0,1,0,4,0,0,1,0,0,0,0,7,1,1,0,2,7,2,0,0,4,0,0,1,3,3,0,0,0,1,1,1,0,2,0,1,0,3,13,10,8,0
Metamaterial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,3,3,0,0,2,0,1,1,6,4,1,3,3,24,8,10,14,4,18,6,51,41,7,14,18,10,12,3,5,4,15,8,10,14,19,8,27,7,6,1,14,8,3,11,0,3,5,3,33,20,33,2,159,186,204,52,43,22,9,17,8,11,5,7,7,3,12,2,7,21,5,9,5,1,5,4,2,9,9,3,3,13,4,9,5,2,3,1,1,0,2,1,3,7,3,11,5,0,2,1,4,3,1,4,2,35,8,15,14,1,3,5,1,3,3,0,3,1,2,2,27,4,1,3,2,13,6,4,3,1,8,4,2,16,5,0,2,3,2,2,4,1,2,4,3,1,2,0,21,11,8,3,0,0,11,1,4,3,1,3,0,1,2,3,0,2,0,1,4,12,3,7,4,3,0,3,8,2,1,16,6,13,2,1,3,1,2,2,5,2,1,0,1,3,1,1,2,2,1,0
Metamaterial cloaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,33,55,22,22,10,6,1,2,1,6,18,8,11,4,11,6,2,6,4,0,3,4,4,12,0,0,2,1,0,1,1,0,4,1,2,0,0,0,2,0,0,0,6,0,0,0,4,0,8,5,1,0,0,0,2,0,0,1,2,0,0,2,6,0,2,1,0,1,0,2,2,4,2,1,0,2,0,1,0,1,1,0,0,0,2,3,1,0,1,3,3,0,0,2,0,2,1,0,3,1,0,0,0,0,0,0,0,2,1,0,5,1,0,0,0,1,0,0,1,0,1,11,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,2,0,1,0,0
Microbial electrolysis carbon capture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,2,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Microbial electrolysis cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Microelectromechanical systems,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,8,9,5,1,3,1,3,1,1,3,3,2,3,4,2,2,6,4,25,8,8,16,26,15,8,19,16,17,7,20,45,16,5,19,25,23,18,22,15,22,6,23,13,16,6,13,12,20,13,16,27,10,14,4,4,13,6,17,10,11,12,11,9,8,6,6,8,4,7,7,5,5,9,8,6,9,9,17,9,5,8,0,4,9,8,7,5,3,19,8,1,0,7,6,1,4,12,4,3,6,0,2,1,5,2,5,5,3,4,14,3,7,2,5,0,6,4,11,0,8,5,7,1,0,8,4,0,4,5,7,2,6,4,2,6,7,2,2,2,3,10,2,6,5,9,7,6,4,6,3,4,2,3,1,0,6,5,6,11,2,12,4,1,5,7,5,4,1,1,4,0,1,1,3,1,0,0,7,0,1,1,8,3,5,6,1,3,1,8,1,7,11,4,0,4,1,3,0,1,3,1,4,0,3,3,1,4,0,2,1,0,0,0,5
Microfluidics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,2,0,0,1,0,1,6,6,7,10,5,13,16,9,14,7,6,4,19,12,17,18,5,8,20,13,8,8,7,5,5,2,5,2,4,6,6,8,1,5,15,35,7,4,11,22,16,0,6,6,4,1,7,8,12,0,6,1,3,6,1,32,6,2,1,8,6,4,6,6,0,6,1,0,5,10,4,5,1,5,3,2,0,5,4,3,2,3,3,10,2,3,3,1,1,2,7,1,2,3,0,1,6,3,6,4,1,11,1,5,0,1,5,2,6,5,8,1,2,1,3,4,7,13,3,3,4,2,5,1,2,0,0,4,1,4,5,9,5,3,0,3,1,7,26,8,9,6,1,5,6,1,4,2,0,2,0,1,1,11,2,1,6,8,2,2,0,5,1,3,1,0,2,0,2,10,1,6,1,2,13,5,2,1,5,0,10,4,7,5,8,0,3,0,10,1,10,7,6,0,0,1,2,5
Microneedle drug delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,2,0,2,3,0,0,1,1,0,0,0,8,0,0
Microreactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,12,0,0,0,1,32,9,23,13,6,2,2,11,3,2,6,5,9,2,2,4,7,1,7,1,0,10,0,0,1,0,3,0,1,0,4,1,1,4,0,7,2,5,0,0,0,6,4,4,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,0,0,0,10,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0
Mixed Reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,1,0,0,2,1,9,0,2,1,1,0,0,5,2,17,11,14,0,0,1,24,3,1,3,1,1,11,3,0,6,18,0,3,1,3,2,3,0,0,3,5,0,2,2,0,4,0,3,0,1,4,3,0,0,1,0,2,0,3,3,3,2,0,0,0,0,4,2,0,1,1,3,1,0,1,0,2,0,5,0,0,0,2,0,0,2,0,0,1,2,10,3,3,0,0,0,1,12,2,0,2,1,0,0,2,7,1,0,0,2,2,0,1,4,2,0,0,0,0,0,4,0,1,3,0,4,1,3,4,4,0,0,5,0,3,1,2,0,3,8,4,1,0,2,4,2,0,2,3,8,2,3,1,2,0,5,1,19,0,22,10,1,12,8,8,8,5,9,17,1,5,2,2,2,2,3,4,3,2,6,2,4,26,3,10,7,0,2,1,1,0,1,3,6,0
Molecular Inversion Probe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,28,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Molecular assembler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,0,2,1,3,0,4,2,2,3,0,0,1,0,0,0,2,1,2,0,1,0,1,2,1,1,0,1,13,1,8,9,4,1,3,0,13,3,11,4,0,3,1,3,4,0,4,1,0,6,2,1,0,0,1,5,0,2,0,1,2,2,1,0,0,3,2,2,5,3,1,0,1,2,9,1,1,15,1,0,3,1,0,1,5,0,2,4,0,4,0,2,3,2,0,0,0,0,3,2,1,0,0,0,0,1,1,1,1,1,3,0,0,1,0,2,3,0,0,1,2,0,0,0,0,2,3,0,3,0,0,0,0,3,0,2,0,3,2,1,0,0,0,3,3,0,2,1,0,0,1,0,2,0,2,0,0,0,2,2,0,0,0,2,0,0,1,0,0,1,1,7,3,0,0,0,0,0,0,1,1,0,1,1,2,0,0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0
Molecular electronics,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0,3,0,0,1,1,1,7,0,1,0,0,7,3,1,47,11,0,1,4,5,6,20,24,5,7,0,1,3,14,1,2,1,2,6,1,2,4,1,1,4,0,1,2,1,2,1,1,2,2,0,2,0,2,2,6,2,10,0,10,1,2,0,4,5,3,2,2,10,2,7,9,1,3,2,11,7,2,0,0,3,0,0,3,0,0,6,1,0,0,2,0,7,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,1,2,0,0,0,0,1,1,2,0,0,0,0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,3,3,3,1,0,0,0,0,0,2,1,2,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,5,2,1,0,0,1,0,5,0,0,0,0
Liquid metal battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,1,0,3,0,0,2,2,2,3,4,0,1,3,2,1,1,0,0,1,7,3,0,2,1,3,3,3,2,1,8,7,2,2,2,1,5,0,2,0,1,1,3,1,0,2,4,3,1,2,1,1,0,2,0,2,4,1,5,3,2,1,1,0,1,6,2,0,16,7,3,4,4,3,0,8,2,2,1,2,1,1,1,1,1,1,0,3,4,10,0,4,0,3,0,0,1,1,2,4,5,36,4,11,2,3,4,0,0,1,0,1,1,6,1,0,0,6,1,6,3,1,0,2,0,0,2,1,0,1,1,10,0,1,1,3,1,0,1,6,1,1,0,1,4,0,1,0,0,2,0,1,4,2,0,1,0,1,4,0,1,1,2,6,2,4,7,2,5,1,1,1,0,4,5,1,2,1,1,0,3,1,3,0,1
Molten salt reactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,4,12,1,16,8,14,1,9,3,1,5,1,0,0,3,3,0,0,0,2,4,5,13,17,4,1,4,3,3,4,4,3,0,0,6,7,12,5,3,5,3,1,1,7,3,4,9,12,11,4,23,11,14,13,8,16,1,5,22,7,1,3,21,3,4,4,9,7,30,8,17,8,17,17,3,41,8,13,8,4,3,15,12,12,3,2,4,1,7,10,2,13,25,0,10,0,0,3,11,0,0,4,6,2,6,2,1,5,2,13,0,3,0,3,7,18,3,8,0,25,3,3,4,1,5,3,15,10,5,2,5,21,7,2,12,4,8,2,1,4,10,2,2,4,2,0,2,2,12,0,0,2,2,3,11,2,1,11,24,3,9,2,1,5,2,8,2,12,0,3,5,2,0,0,5,1,10,4,5,11,1,5,4,3,22,7,0,12,3,3,7,10,9,7,1,16,16
Multi-function structure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Multi-level converter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,1,1,18,0,0,0,1,0,0,0,1,0,0
